member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,dti,fico_range_low,fico_range_high,loan_status
1289517,8000,8000, 36 months,12.42%,267.33,B,RENT,35000,23.79,680,684,Charged Off
1289295,12000,12000, 36 months,9.91%,386.7,B,RENT,70000,10.46,710,714,Fully Paid
1289185,20000,20000, 36 months,11.71%,661.52,B,RENT,67000,16.55,700,704,Fully Paid
1289271,10000,10000, 36 months,8.90%,317.54,A,RENT,31000,20.79,710,714,Fully Paid
1288321,16000,10175, 60 months,12.69%,229.91,B,RENT,50000,26.11,730,734,Charged Off
1289477,10000,10000, 36 months,11.71%,330.76,B,MORTGAGE,145000,10.65,690,694,Fully Paid
1288886,18000,18000, 36 months,16.29%,635.41,D,RENT,66000,15.67,675,679,Fully Paid
1289248,4000,4000, 36 months,12.42%,133.67,B,RENT,100000,9.6,685,689,Fully Paid
1289493,15000,15000, 36 months,12.42%,501.23,B,RENT,60000,14.18,695,699,Fully Paid
1289487,10000,10000, 60 months,18.64%,257.43,E,OWN,40000,12.75,675,679,Charged Off
1280217,29500,17900, 60 months,14.27%,419.02,C,RENT,45000,19.09,735,739,Fully Paid
1289007,20125,20125, 60 months,19.42%,526.72,E,MORTGAGE,103000,19.7,685,689,Fully Paid
1289434,30000,18375, 60 months,21.28%,500.01,F,RENT,137000,8.73,675,679,Fully Paid
1281992,24000,24000, 36 months,16.77%,852.93,D,OWN,103000,15.34,685,689,Fully Paid
1289439,14000,14000, 60 months,15.96%,340.16,C,RENT,75000,12.62,695,699,Fully Paid
1289174,5375,5375, 36 months,10.65%,175.09,B,MORTGAGE,42000,17.69,690,694,Fully Paid
1289379,8300,8300, 36 months,8.90%,263.56,A,RENT,50000,6.24,715,719,Fully Paid
1289186,7000,7000, 36 months,8.90%,222.28,A,OWN,50000,16.68,720,724,Fully Paid
1289394,2425,2425, 36 months,15.27%,84.39,C,OWN,80004,23.92,665,669,Fully Paid
1289385,6950,6950, 36 months,9.91%,223.97,B,RENT,43000,20.51,695,699,Fully Paid
1289153,12375,12375, 36 months,9.91%,398.79,B,OWN,32000,24.3,725,729,Fully Paid
1289135,35000,35000, 60 months,20.30%,933.14,E,MORTGAGE,85000,12.54,685,689,Fully Paid
1288835,14000,14000, 60 months,17.27%,349.98,D,RENT,60500,19.95,710,714,Fully Paid
1288893,14000,14000, 36 months,14.27%,480.33,C,RENT,35000,8.4,680,684,Fully Paid
1289138,5500,5500, 36 months,14.27%,188.7,C,RENT,24000,22.8,680,684,Fully Paid
1288906,4800,4800, 36 months,14.65%,165.58,C,RENT,44600,15.28,675,679,Fully Paid
1289325,9000,9000, 36 months,12.69%,301.91,B,RENT,52000,12.88,680,684,Fully Paid
1289141,16000,16000, 36 months,12.69%,536.72,B,OWN,67000,12.48,690,694,Fully Paid
1289084,5000,5000, 36 months,7.90%,156.46,A,MORTGAGE,44136,3.37,720,724,Fully Paid
1288878,35000,22050, 60 months,12.42%,495.19,B,MORTGAGE,66000,8.96,735,739,Current
1289101,18500,18500, 36 months,7.90%,578.87,A,MORTGAGE,36000,13.63,720,724,Fully Paid
1289321,5350,5350, 36 months,15.27%,186.17,C,MORTGAGE,52000,9.46,665,669,Charged Off
1288592,25000,25000, 60 months,12.69%,564.87,B,RENT,65000,18.02,745,749,Fully Paid
1288880,10000,10000, 36 months,10.65%,325.74,B,RENT,36000,11.2,700,704,Fully Paid
1289313,12000,12000, 36 months,7.51%,373.33,A,RENT,36500,24.1,735,739,Fully Paid
1288883,18000,18000, 36 months,9.91%,580.05,B,MORTGAGE,40000,11.85,725,729,Fully Paid
1283787,3000,3000, 36 months,17.58%,107.83,D,MORTGAGE,56604,6.78,665,669,Fully Paid
1271495,6000,6000, 36 months,7.90%,187.75,A,RENT,23040,12.66,710,714,Charged Off
1289079,20000,20000, 60 months,16.77%,494.59,D,RENT,90000,16.77,700,704,Fully Paid
1289087,35000,22600, 60 months,19.03%,586.63,E,MORTGAGE,99224.88,12.07,710,714,Fully Paid
1288986,10000,10000, 36 months,9.91%,322.25,B,RENT,52000,13.38,705,709,Fully Paid
1288882,12000,9650, 60 months,9.91%,204.61,B,RENT,35000,17.45,755,759,Current
1289010,5875,5875, 36 months,7.90%,183.84,A,OWN,17640,14.63,710,714,Fully Paid
1278876,10000,10000, 36 months,13.49%,339.31,C,RENT,86000,10.1,705,709,Fully Paid
1289043,28000,28000, 36 months,11.71%,926.13,B,MORTGAGE,118075,15.01,720,724,Fully Paid
1289049,11200,11200, 36 months,11.71%,370.46,B,RENT,48000,8.68,695,699,Fully Paid
1289018,10000,10000, 36 months,14.27%,343.09,C,RENT,65000,6.85,680,684,Fully Paid
1289004,20000,20000, 60 months,14.27%,468.17,C,RENT,40000,20.61,705,709,Fully Paid
1288770,9450,9450, 36 months,14.27%,324.22,C,RENT,28800,18.96,680,684,Fully Paid
1288609,19000,19000, 60 months,16.77%,469.86,D,OWN,38000,18.09,705,709,Charged Off
1288758,18825,18825, 60 months,18.64%,484.61,E,MORTGAGE,85000,14.77,690,694,Fully Paid
1288931,20400,20400, 60 months,17.58%,513.38,D,RENT,52000,17.86,690,694,Fully Paid
1288797,21650,21650, 36 months,12.69%,726.25,B,MORTGAGE,62361,21.28,690,694,Fully Paid
1288763,24000,15825, 60 months,21.67%,434.11,F,MORTGAGE,122400,9.98,665,669,Charged Off
1288730,24500,24500, 60 months,17.27%,612.46,D,RENT,52000,13.85,720,724,Current
1288567,9000,9000, 36 months,10.65%,293.16,B,RENT,45000,23.39,720,724,Fully Paid
1288954,15000,15000, 60 months,11.71%,331.48,B,MORTGAGE,75000,14.05,730,734,Fully Paid
1288501,20000,20000, 60 months,18.64%,514.86,E,RENT,50000,13.37,695,699,Current
1288521,7100,7100, 60 months,19.42%,185.83,E,RENT,36000,23.13,675,679,Current
1288478,6000,6000, 36 months,10.65%,195.44,B,RENT,40000,20.73,690,694,Fully Paid
1288696,5600,5600, 36 months,7.90%,175.23,A,RENT,25000,10.9,705,709,Fully Paid
1287366,7000,7000, 36 months,10.65%,228.02,B,RENT,85000,5.22,720,724,Fully Paid
1288637,20300,20300, 60 months,14.27%,475.2,C,RENT,80000,27.76,735,739,Charged Off
1288420,6000,6000, 36 months,10.65%,195.44,B,RENT,55000,7.99,700,704,Fully Paid
1288625,30000,30000, 60 months,14.27%,702.26,C,RENT,62000,21.25,735,739,Fully Paid
1288480,12000,12000, 36 months,7.90%,375.49,A,RENT,110000,4.85,720,724,Fully Paid
1288654,13650,13650, 36 months,10.65%,444.63,B,RENT,44000,24.57,730,734,Fully Paid
1287883,24000,18500, 60 months,12.69%,418.01,B,MORTGAGE,76000,21.65,735,739,Fully Paid
1288442,6200,6200, 60 months,18.64%,159.61,E,MORTGAGE,51000,10.61,670,674,Fully Paid
1288668,25000,25000, 60 months,14.65%,590.17,C,MORTGAGE,106000,7.15,720,724,Fully Paid
1288340,12000,12000, 36 months,13.49%,407.17,C,RENT,42000,12.66,670,674,Fully Paid
1288665,2300,2300, 36 months,7.51%,71.56,A,MORTGAGE,78000,10.23,745,749,Charged Off
1288634,8875,8875, 36 months,10.65%,289.09,B,RENT,19240,18.21,720,724,Fully Paid
1288585,18800,18800, 60 months,21.28%,511.57,F,RENT,75000,11.73,685,689,Charged Off
1281977,12000,12000, 60 months,11.71%,265.18,B,RENT,75000,12.08,740,744,Fully Paid
1288399,9000,9000, 36 months,7.90%,281.62,A,RENT,52800,7.93,725,729,Fully Paid
1288619,7600,7600, 36 months,8.90%,241.33,A,OWN,75000,16.26,715,719,Fully Paid
1288580,16000,13950, 60 months,11.71%,308.27,B,RENT,40000,19.68,730,734,Fully Paid
1287644,12000,12000, 60 months,18.25%,306.36,D,RENT,24000,11.8,685,689,Fully Paid
1288411,22500,22500, 60 months,20.89%,607.31,F,RENT,45000,7.65,680,684,Fully Paid
1288410,20000,20000, 60 months,18.25%,510.6,D,RENT,105000,12.74,695,699,Fully Paid
1288608,6000,6000, 36 months,13.49%,203.59,C,MORTGAGE,60000,9.82,665,669,Fully Paid
1288371,7200,7200, 36 months,9.91%,232.02,B,OWN,53000,16.14,710,714,Fully Paid
1288578,8000,8000, 36 months,10.65%,260.59,B,RENT,46330,6.53,715,719,Fully Paid
1288353,24575,24575, 60 months,19.03%,637.9,E,MORTGAGE,59000,19.75,680,684,Charged Off
1287708,18000,18000, 60 months,14.65%,424.92,C,MORTGAGE,36000,18.63,720,724,Current
1288389,19000,19000, 36 months,7.51%,591.11,A,MORTGAGE,95000,5.28,785,789,Fully Paid
1287628,14400,14400, 36 months,15.27%,501.09,C,RENT,58977,12.88,685,689,Fully Paid
1287029,8400,8400, 36 months,12.69%,281.78,B,RENT,75000,3.81,675,679,Fully Paid
1287154,7500,7500, 36 months,12.69%,251.59,B,RENT,27000,13.82,675,679,Fully Paid
1288179,30000,30000, 60 months,20.89%,809.75,F,MORTGAGE,72000,17.6,685,689,Fully Paid
1288325,12375,12375, 60 months,15.96%,300.68,C,RENT,37000,23.74,690,694,Fully Paid
1287949,10000,10000, 36 months,7.51%,311.11,A,MORTGAGE,69077,17.37,735,739,Fully Paid
1287504,22000,22000, 60 months,17.27%,549.96,D,RENT,54329,7.91,695,699,Fully Paid
1288324,12000,12000, 36 months,12.69%,402.54,B,RENT,200000,6.61,690,694,Fully Paid
1286785,5000,5000, 36 months,12.69%,167.73,B,MORTGAGE,110000,20.02,675,679,Fully Paid
1288196,21000,21000, 36 months,16.29%,741.31,D,RENT,63500,19.79,705,709,Fully Paid
1238298,24000,24000, 36 months,8.90%,762.08,A,MORTGAGE,70000,1.77,790,794,Fully Paid
1287689,6000,6000, 36 months,13.49%,203.59,C,RENT,30000,10.8,665,669,Fully Paid
1288135,4800,4800, 36 months,6.03%,146.1,A,RENT,54996,5.89,750,754,Fully Paid
1286151,5000,5000, 36 months,20.89%,188.1,F,RENT,21000,7.14,675,679,Charged Off
1288141,5850,5850, 36 months,14.65%,201.8,C,RENT,38000,23.59,675,679,Fully Paid
1287908,17000,17000, 60 months,18.64%,437.63,E,MORTGAGE,72000,14.65,675,679,Current
1287665,21000,21000, 60 months,11.71%,464.07,B,RENT,75000,8.88,745,749,Fully Paid
1287858,17475,16175, 60 months,17.27%,404.35,D,RENT,56000,24.84,695,699,Charged Off
1285785,4750,4750, 36 months,8.90%,150.83,A,OWN,48000,10.07,760,764,Fully Paid
1287930,12000,12000, 60 months,20.89%,323.9,F,MORTGAGE,100000,13.76,680,684,Fully Paid
1287922,5275,5275, 36 months,7.51%,164.11,A,OWN,50000,6.79,740,744,Fully Paid
1287655,9175,9175, 36 months,12.69%,307.78,B,RENT,28500,19.03,685,689,Fully Paid
1281001,9600,9600, 36 months,16.77%,341.17,D,RENT,37000,19.62,670,674,Fully Paid
1287885,34475,34475, 60 months,14.27%,807.01,C,RENT,60000,20.02,725,729,Charged Off
1287887,22500,22500, 36 months,14.27%,771.96,C,RENT,70000,12.07,710,714,Fully Paid
1287830,12000,12000, 60 months,22.06%,331.84,F,RENT,80000,8.54,665,669,Fully Paid
1146931,12000,12000, 36 months,6.03%,365.23,A,OWN,40000,18.75,760,764,Fully Paid
1287844,10050,10050, 60 months,17.27%,251.23,D,MORTGAGE,74143.68,17.54,685,689,Charged Off
1287673,21000,21000, 60 months,19.91%,555.33,E,RENT,94500,8.09,670,674,Current
1287654,15000,15000, 36 months,17.27%,536.81,D,OWN,57000,12.08,665,669,Fully Paid
1287635,19400,19400, 36 months,12.69%,650.77,B,RENT,50000,17.66,690,694,Fully Paid
1287822,10000,10000, 36 months,15.27%,347.98,C,RENT,42000,16.37,670,674,Charged Off
1287668,10000,10000, 36 months,15.27%,347.98,C,OWN,53000,13.77,670,674,Fully Paid
1287653,4800,4800, 36 months,10.65%,156.36,B,RENT,22000,8.07,705,709,Fully Paid
1287815,35000,23350, 60 months,11.71%,516,B,MORTGAGE,90000,8.07,745,749,Charged Off
1284826,18200,18200, 36 months,11.71%,601.99,B,RENT,42000,20.37,705,709,Charged Off
1287764,6400,6400, 36 months,12.69%,214.69,B,RENT,35000,14.33,680,684,Fully Paid
1287613,13000,13000, 60 months,16.77%,321.48,D,MORTGAGE,54000,16,690,694,Current
1287736,2500,2500, 36 months,15.27%,87,C,RENT,40000,15.27,665,669,Fully Paid
1279261,6300,6300, 36 months,9.91%,203.02,B,RENT,49000,12.61,725,729,Fully Paid
1277130,4400,4400, 36 months,11.71%,145.54,B,RENT,38000,7.86,705,709,Fully Paid
1287739,6000,6000, 36 months,12.69%,201.27,B,MORTGAGE,118000,11.5,685,689,Fully Paid
1282336,20500,12625, 60 months,20.89%,340.77,F,MORTGAGE,54000,18.02,670,674,Fully Paid
1287749,8800,8800, 60 months,20.30%,234.62,E,RENT,135000,8.77,660,664,Current
1287725,17000,17000, 60 months,13.49%,391.08,C,RENT,53000,21.03,730,734,Charged Off
1283479,18000,18000, 36 months,7.90%,563.23,A,MORTGAGE,60000,21.22,725,729,Fully Paid
1287570,20000,20000, 60 months,19.42%,523.45,E,MORTGAGE,116500,8.84,675,679,Current
1287488,10000,10000, 36 months,12.69%,335.45,B,MORTGAGE,44000,14.56,690,694,Fully Paid
1287526,16000,16000, 60 months,11.71%,353.58,B,MORTGAGE,52000,19.73,730,734,Fully Paid
1285730,34000,34000, 36 months,17.58%,1222.03,D,RENT,65000,16.87,690,694,Fully Paid
1287546,16000,16000, 60 months,13.49%,368.08,C,RENT,51000,13.65,725,729,Fully Paid
1287551,11100,11100, 36 months,15.27%,386.26,C,RENT,45000,4.64,725,729,Charged Off
1287497,21000,21000, 60 months,13.49%,483.1,C,MORTGAGE,60000,11.34,715,719,Current
1287291,12000,12000, 60 months,19.42%,314.07,E,RENT,40000,6.15,685,689,Charged Off
1287382,5000,5000, 36 months,11.71%,165.38,B,OWN,20000,11.4,690,694,Fully Paid
1287447,21000,21000, 60 months,17.27%,524.96,D,OWN,42000,15.8,715,719,Charged Off
1287221,10625,10625, 36 months,11.71%,351.44,B,RENT,25000,15.12,710,714,Fully Paid
1287411,18500,18500, 36 months,7.51%,575.56,A,RENT,112000,9.02,770,774,Charged Off
1284069,3600,3600, 36 months,12.42%,120.3,B,MORTGAGE,30000,16.44,670,674,Fully Paid
1287282,8500,8500, 36 months,15.96%,298.67,C,RENT,27050,10.25,670,674,Charged Off
1287267,12000,12000, 36 months,8.90%,381.04,A,MORTGAGE,35000,10.35,715,719,Fully Paid
1287258,11700,11700, 36 months,11.71%,386.99,B,RENT,30000,22.48,710,714,Fully Paid
1287416,15000,15000, 36 months,14.27%,514.64,C,RENT,70000,15.05,695,699,Fully Paid
1287261,13000,13000, 36 months,9.91%,418.93,B,MORTGAGE,105000,14.96,710,714,Fully Paid
1287408,9500,9500, 36 months,12.69%,318.68,B,MORTGAGE,52000,18.95,695,699,Charged Off
1287217,20000,20000, 60 months,16.77%,494.59,D,RENT,108000,13.5,700,704,Current
1287246,1800,1800, 60 months,14.27%,42.14,C,MORTGAGE,92496,20.9,685,689,Fully Paid
1287204,20000,20000, 36 months,13.49%,678.61,C,MORTGAGE,47000,19.86,705,709,Fully Paid
1235254,6000,6000, 36 months,8.90%,190.52,A,RENT,24000,11.55,725,729,Fully Paid
1287209,13000,13000, 36 months,17.27%,465.24,D,RENT,67000,20.61,660,664,Fully Paid
1287174,14400,14400, 36 months,6.62%,442.14,A,RENT,50000,25.1,760,764,Fully Paid
1287203,5000,5000, 36 months,7.90%,156.46,A,MORTGAGE,48996,28.07,725,729,Fully Paid
1287196,12000,12000, 60 months,18.25%,306.36,D,RENT,165000,6.27,675,679,Charged Off
1287314,25000,25000, 36 months,11.71%,826.9,B,RENT,70000,17.14,725,729,Fully Paid
1287323,21650,21650, 60 months,19.03%,561.98,E,OWN,49000,17.19,705,709,Fully Paid
1287147,19500,19500, 60 months,16.77%,482.22,D,MORTGAGE,85470,20.04,700,704,Fully Paid
1287125,5000,5000, 36 months,7.51%,155.56,A,RENT,84855,14.14,735,739,Charged Off
1284971,5200,5200, 36 months,14.65%,179.37,C,RENT,32160,23.47,665,669,Fully Paid
1266180,6000,6000, 36 months,13.49%,203.59,C,MORTGAGE,50000,23.86,690,694,Fully Paid
1287067,4000,4000, 36 months,18.64%,145.9,E,RENT,47000,12.94,685,689,Charged Off
1287086,15000,15000, 36 months,12.69%,503.18,B,RENT,62000,18.77,690,694,Charged Off
1287057,8000,8000, 36 months,11.71%,264.61,B,RENT,115000,2.07,705,709,Fully Paid
1286886,16500,16500, 36 months,17.27%,590.49,D,MORTGAGE,64000,7.97,680,684,Charged Off
1287094,11900,11900, 60 months,12.42%,267.25,B,RENT,96000,7.67,745,749,Fully Paid
1286548,20000,12900, 60 months,13.49%,296.77,C,MORTGAGE,100000,6.68,745,749,Charged Off
1286863,4000,4000, 36 months,15.27%,139.2,C,OWN,25000,12.62,675,679,Charged Off
1286835,12000,12000, 36 months,9.91%,386.7,B,RENT,40100,24.27,725,729,Fully Paid
1286600,10200,10200, 36 months,6.03%,310.45,A,MORTGAGE,75000,10.1,750,754,Fully Paid
1286768,12000,12000, 36 months,11.71%,396.92,B,RENT,95000,19.73,715,719,Fully Paid
1287021,3000,3000, 36 months,11.71%,99.23,B,RENT,55000,9.75,690,694,Charged Off
1286814,3500,3500, 36 months,10.65%,114.01,B,MORTGAGE,175000,16.49,705,709,Charged Off
1286796,11000,11000, 36 months,6.62%,337.75,A,RENT,37000,18.78,735,739,Fully Paid
1286795,17000,17000, 36 months,12.42%,568.06,B,OWN,60500,17.91,720,724,Fully Paid
1286957,15000,15000, 36 months,15.96%,527.06,C,OWN,60000,19.52,675,679,Fully Paid
1286787,12000,12000, 36 months,7.51%,373.33,A,RENT,52000,24.16,730,734,Fully Paid
1286781,29100,29100, 60 months,23.91%,835.63,G,RENT,95000,16.41,685,689,Fully Paid
1286778,5000,5000, 36 months,14.65%,172.48,C,MORTGAGE,48000,19.57,670,674,Fully Paid
1268296,25850,25850, 36 months,7.90%,808.86,A,MORTGAGE,60000,8.86,755,759,Fully Paid
1286980,16400,16400, 36 months,15.96%,576.26,C,OWN,140000,12.71,680,684,Fully Paid
1286945,12000,12000, 36 months,12.69%,402.54,B,MORTGAGE,65000,14.97,695,699,Fully Paid
1286750,9600,9600, 36 months,15.96%,337.32,C,MORTGAGE,47000,18.69,670,674,Fully Paid
1286913,8000,8000, 36 months,7.51%,248.89,A,RENT,28000,19.46,740,744,Fully Paid
1286556,17500,17500, 60 months,10.65%,377.45,B,RENT,45256,22.01,745,749,Charged Off
1286943,16000,10475, 60 months,19.91%,277,E,RENT,70000,10.71,695,699,Fully Paid
1280954,35000,21675, 60 months,19.91%,573.18,E,MORTGAGE,165000,16.33,695,699,Charged Off
1285870,4000,4000, 36 months,7.90%,125.17,A,RENT,70000,17.33,730,734,Fully Paid
1283726,1500,1500, 36 months,14.27%,51.47,C,RENT,90000,9.45,670,674,Fully Paid
1286922,14000,14000, 60 months,8.90%,289.94,A,RENT,46000,14.48,750,754,Current
1286925,8000,8000, 36 months,12.42%,267.33,B,RENT,30000,13.28,700,704,Fully Paid
1284176,8000,8000, 36 months,10.65%,260.59,B,RENT,38000,16.83,710,714,Fully Paid
1286714,25000,16300, 60 months,13.49%,374.98,C,RENT,45000,3.65,750,754,Fully Paid
1286436,4000,4000, 36 months,8.90%,127.02,A,MORTGAGE,50000,22.63,720,724,Fully Paid
1286555,20400,20400, 60 months,11.71%,450.81,B,RENT,40800,10.94,730,734,Fully Paid
1286397,10000,10000, 36 months,11.71%,330.76,B,RENT,27000,14.13,695,699,Fully Paid
1285831,10000,10000, 36 months,12.42%,334.16,B,RENT,40000,23.07,705,709,Fully Paid
1286553,6000,6000, 36 months,8.90%,190.52,A,RENT,28675.92,21.47,720,724,Fully Paid
1286391,35000,35000, 60 months,20.89%,944.71,F,MORTGAGE,174000,5.32,685,689,Current
1077043,18000,18000, 36 months,7.90%,563.23,A,MORTGAGE,72000,15.05,730,734,Fully Paid
1284734,3300,3300, 36 months,11.71%,109.16,B,RENT,90000,7.21,695,699,Fully Paid
1282904,15000,15000, 36 months,15.27%,521.97,C,RENT,70000,8.25,695,699,Charged Off
1286537,6000,6000, 36 months,9.91%,193.35,B,MORTGAGE,127000,18.77,705,709,Fully Paid
1286307,35000,35000, 60 months,19.42%,916.03,E,MORTGAGE,70000,19.17,700,704,Charged Off
1286309,20000,12250, 60 months,18.25%,312.74,D,RENT,62500,20.83,680,684,Fully Paid
1286076,12200,10350, 60 months,14.27%,242.28,C,MORTGAGE,35000,13.13,705,709,Charged Off
1286323,4200,4200, 36 months,13.49%,142.51,C,RENT,55044.48,8.74,680,684,Fully Paid
1286283,25000,17000, 60 months,16.77%,420.4,D,RENT,81000,12.62,715,719,Charged Off
1283196,22575,13900, 60 months,21.28%,378.24,F,OWN,45000,12.99,670,674,Fully Paid
1286313,20000,20000, 36 months,14.65%,689.89,C,MORTGAGE,90000,18.17,690,694,Fully Paid
1286100,18000,13750, 60 months,15.27%,329.07,C,RENT,60000,9.6,715,719,Fully Paid
1286281,10000,10000, 36 months,12.42%,334.16,B,MORTGAGE,76500,12.31,700,704,Fully Paid
1286315,12000,12000, 36 months,9.91%,386.7,B,MORTGAGE,63000,16.48,725,729,Fully Paid
1286107,8000,8000, 36 months,10.65%,260.59,B,OWN,57000,20.53,700,704,Fully Paid
1286259,7175,7175, 36 months,7.90%,224.51,A,RENT,60000,7.9,755,759,Charged Off
1286092,15000,15000, 36 months,12.69%,503.18,B,RENT,80000,6.55,690,694,Fully Paid
1286072,22500,22500, 60 months,12.69%,508.39,B,MORTGAGE,45000,11.04,790,794,Current
1281437,35000,35000, 60 months,14.27%,819.3,C,MORTGAGE,100800,22.5,780,784,Fully Paid
1286140,12000,12000, 36 months,12.69%,402.54,B,RENT,47840,9.73,695,699,Fully Paid
1286131,35000,35000, 60 months,18.64%,901.01,E,MORTGAGE,110000,16.4,720,724,Fully Paid
1286137,18250,18250, 60 months,23.52%,519.95,G,OWN,40000,19.2,660,664,Current
1285971,20000,20000, 60 months,18.64%,514.86,E,MORTGAGE,55800,9.91,680,684,Fully Paid
1285957,15000,15000, 36 months,6.03%,456.54,A,OWN,130000,10.94,780,784,Fully Paid
1285948,12500,12500, 36 months,11.71%,413.45,B,RENT,80000,5.86,695,699,Fully Paid
1285904,15000,15000, 36 months,13.49%,508.96,C,RENT,60000,7.8,680,684,Fully Paid
1285877,16750,16750, 36 months,17.58%,602.03,D,RENT,48000,15.68,660,664,Fully Paid
1285868,8000,8000, 36 months,7.51%,248.89,A,RENT,54600,15.12,740,744,Fully Paid
1285843,10400,10400, 36 months,11.71%,344,B,OWN,35000,13.06,690,694,Fully Paid
1285916,6000,6000, 36 months,12.42%,200.5,B,RENT,42000,16.66,675,679,Fully Paid
1285686,7000,7000, 36 months,8.90%,222.28,A,RENT,85000,7.07,700,704,Fully Paid
1285816,10000,10000, 36 months,15.96%,351.38,C,RENT,47500,24.71,665,669,Fully Paid
1285812,12000,12000, 36 months,6.03%,365.23,A,MORTGAGE,243600,6.45,790,794,Fully Paid
1285769,12000,12000, 60 months,15.27%,287.19,C,MORTGAGE,38417.6,10.37,725,729,Fully Paid
1285644,17000,17000, 60 months,20.89%,458.86,F,MORTGAGE,84000,10.19,665,669,Charged Off
1285789,12950,12950, 60 months,10.65%,279.31,B,RENT,31200,3.46,795,799,Current
1283773,16000,16000, 36 months,14.65%,551.91,C,MORTGAGE,70000,4.99,700,704,Charged Off
1285774,10000,10000, 60 months,15.96%,242.97,C,RENT,56496,18.84,695,699,Charged Off
1285755,8000,8000, 36 months,6.62%,245.63,A,OWN,42240,12.33,735,739,Charged Off
1285626,24000,24000, 60 months,20.30%,639.87,E,RENT,152000,13.28,690,694,Fully Paid
1284864,7700,7700, 36 months,12.42%,257.3,B,RENT,30000,13.96,695,699,Fully Paid
1285719,15000,15000, 36 months,7.90%,469.36,A,RENT,47000,17.36,730,734,Fully Paid
1285737,30000,30000, 60 months,18.64%,772.29,E,OWN,120000,9.17,715,719,Charged Off
1285608,12000,12000, 36 months,11.71%,396.92,B,MORTGAGE,50000,10.15,685,689,Fully Paid
1285605,1200,1200, 36 months,7.90%,37.55,A,MORTGAGE,39000,29.26,740,744,Fully Paid
1282096,9000,9000, 36 months,7.51%,280,A,RENT,26976,11.34,725,729,Fully Paid
1285448,12000,12000, 60 months,13.49%,276.06,C,RENT,50000,12.62,730,734,Fully Paid
1285571,5000,5000, 36 months,7.90%,156.46,A,RENT,30000,12.64,725,729,Fully Paid
1285483,10400,10400, 36 months,14.27%,356.82,C,MORTGAGE,45000,21.87,670,674,Fully Paid
1274966,30000,30000, 60 months,9.91%,636.09,B,MORTGAGE,72000,1.07,790,794,Current
1263353,7200,7200, 60 months,17.27%,179.99,D,RENT,103000,10.53,695,699,Current
1282887,3500,3500, 36 months,10.65%,114.01,B,MORTGAGE,57700,12.4,700,704,Fully Paid
1285425,19500,19500, 60 months,18.25%,497.83,D,RENT,52470,17.56,680,684,Current
1278737,6350,6350, 60 months,11.71%,140.33,B,RENT,49200,4.71,735,739,Current
1285300,15000,15000, 36 months,12.42%,501.23,B,RENT,90000,11.2,690,694,Charged Off
1285311,10000,10000, 36 months,6.03%,304.36,A,MORTGAGE,80000,10.66,760,764,Fully Paid
1285518,8400,8400, 36 months,7.51%,261.34,A,RENT,72000,20.75,740,744,Charged Off
1284252,12000,12000, 36 months,9.91%,386.7,B,RENT,90000,4.84,750,754,Fully Paid
1285099,22750,22750, 60 months,20.30%,606.54,E,MORTGAGE,47840,19.31,675,679,Charged Off
1285387,20000,20000, 60 months,20.30%,533.23,E,OWN,100000,11.32,675,679,Fully Paid
1285369,8875,8875, 36 months,8.90%,281.81,A,MORTGAGE,58000,28.84,720,724,Fully Paid
1282648,5000,5000, 60 months,14.27%,117.05,C,RENT,17000,12.85,700,704,Charged Off
1285253,11200,11200, 36 months,6.62%,343.89,A,OWN,45000,18.64,730,734,Fully Paid
1285357,4000,4000, 36 months,13.49%,135.73,C,RENT,90000,12.79,675,679,Fully Paid
1285248,15000,15000, 36 months,12.69%,503.18,B,RENT,75000,7.97,710,714,Fully Paid
1285244,14750,14750, 60 months,16.77%,364.76,D,MORTGAGE,30000,17.32,685,689,Current
1278668,15000,15000, 36 months,7.90%,469.36,A,OWN,125000,10.64,775,779,Fully Paid
1284969,2500,2500, 36 months,12.69%,83.87,B,RENT,45000,10.61,670,674,Fully Paid
1285340,13475,13475, 60 months,8.90%,279.07,A,RENT,26400,27.27,785,789,Current
1285330,14000,14000, 60 months,13.49%,322.07,C,OWN,35000,13.68,705,709,Charged Off
1285215,6625,6625, 36 months,6.03%,201.64,A,RENT,16800,20.29,770,774,Fully Paid
1285211,10000,10000, 36 months,6.62%,307.04,A,RENT,45000,24.24,765,769,Fully Paid
1285172,12000,12000, 60 months,19.03%,311.49,E,RENT,45000,9.01,665,669,Fully Paid
1285181,20000,20000, 60 months,18.64%,514.86,E,RENT,87000,9.31,680,684,Current
1285024,14000,14000, 36 months,14.65%,482.92,C,RENT,85000,5.55,680,684,Fully Paid
1285157,35000,35000, 36 months,8.90%,1111.37,A,MORTGAGE,84500,2.47,790,794,Fully Paid
1285165,4800,4800, 60 months,18.25%,122.55,D,RENT,45000,13.81,695,699,Current
1285035,12875,12875, 36 months,7.90%,402.87,A,MORTGAGE,57000,23.16,730,734,Fully Paid
1285040,1400,1400, 36 months,8.90%,44.46,A,MORTGAGE,30108,20.29,715,719,Charged Off
1284907,22000,22000, 36 months,17.58%,790.73,D,MORTGAGE,72000,18.7,675,679,Fully Paid
1284892,12000,12000, 36 months,16.29%,423.61,D,RENT,53000,22.26,685,689,Fully Paid
1285008,9000,9000, 36 months,8.90%,285.78,A,RENT,25600,17.67,720,724,Fully Paid
